avg_collected_rewards,avg_regret,chosen_arm,iteration,regret
0.7967141530112327,0.7,0,0,0.7
0.479224925920024,0.7,0,1,1.4
0.6353794633135802,0.7000000000000002,0,2,2.1000000000000005
0.9322920615871915,0.7000000000000002,0,3,2.8000000000000007
0.7990029743250859,0.6600000000000001,1,4,3.3000000000000007
0.6768129857793749,0.666666666666667,0,5,4.000000000000002
0.8485843900262343,0.6714285714285717,0,6,4.700000000000002
0.8759406824170686,0.6750000000000003,0,7,5.400000000000002
0.7597834526001773,0.6777777777777781,0,8,6.100000000000003
0.7680611116987561,0.6800000000000004,0,9,6.800000000000003
0.6833812203795544,0.6818181818181821,0,10,7.500000000000003
0.6126219725504035,0.6833333333333336,0,11,8.200000000000003
0.6071866109362213,0.6846153846153847,0,12,8.900000000000002
0.4485818355366485,0.6857142857142858,0,13,9.600000000000001
0.32368185766666974,0.6866666666666668,0,14,10.3
0.2870587709849421,0.6875,0,15,11.0
0.22824171855439115,0.6882352941176472,0,16,11.700000000000001
0.24968647488999574,0.688888888888889,0,17,12.400000000000002
0.2150701301315112,0.6789473684210526,1,18,12.9
0.14870143855817106,0.68,0,19,13.600000000000001
0.22569893048023693,0.680952380952381,0,20,14.3
0.22790460179992908,0.6727272727272727,1,21,14.8
0.23397519322984187,0.673913043478261,0,22,15.500000000000002
0.1773617190863711,0.6750000000000002,0,23,16.200000000000003
0.16049194134190894,0.676,0,24,16.900000000000002
0.17012388935606115,0.676923076923077,0,25,17.6
0.13230472391982545,0.6777777777777779,0,26,18.300000000000004
0.1517116272921771,0.6785714285714287,0,27,19.000000000000004
0.13611334049179843,0.6793103448275863,0,28,19.700000000000003
0.1318531041489626,0.6800000000000002,0,29,20.400000000000006
0.11786730684643486,0.6806451612903227,0,30,21.100000000000005
0.18144264677338806,0.6812500000000001,0,31,21.800000000000004
0.18462628703062073,0.681818181818182,0,32,22.500000000000007
0.15691048656042894,0.6823529411764708,0,33,23.200000000000006
0.18450004157593636,0.6828571428571432,0,34,23.90000000000001
0.15379605014407638,0.6833333333333336,0,35,24.60000000000001
0.1633924702754461,0.6837837837837839,0,36,25.300000000000004
0.11541713885030867,0.6842105263157897,0,37,26.000000000000007
0.0860939801900846,0.6846153846153847,0,38,26.700000000000006
0.09636316158206057,0.6850000000000003,0,39,27.40000000000001
0.13641446447019104,0.6682926829268295,2,40,27.40000000000001
0.16105622201113817,0.6523809523809526,2,41,27.40000000000001
0.17787704749022237,0.6372093023255815,2,42,27.400000000000006
0.1897183942384153,0.6227272727272729,2,43,27.400000000000006
0.174868607913841,0.608888888888889,2,44,27.400000000000006
0.1771574597332204,0.5956521739130436,2,45,27.400000000000006
0.1848639229099649,0.5829787234042554,2,46,27.400000000000002
0.22386930422890136,0.5708333333333334,2,47,27.400000000000002
0.24672132433787194,0.5591836734693878,2,48,27.400000000000002
0.22652609474385982,0.5480000000000002,2,49,27.400000000000006
0.24804683738407426,0.5372549019607844,2,50,27.400000000000002
0.25510204665714364,0.5269230769230769,2,51,27.4
0.25638461180878325,0.5169811320754717,2,52,27.4
0.2814826058278959,0.5074074074074074,2,53,27.400000000000002
0.3132920043127696,0.4981818181818183,2,54,27.400000000000006
0.3421846492199737,0.4892857142857143,2,55,27.400000000000002
0.3390021549665945,0.480701754385965,2,56,27.400000000000006
0.3450674216766323,0.47241379310344833,2,57,27.400000000000002
0.3617826082821735,0.464406779661017,2,58,27.400000000000002
0.38867865026284326,0.4566666666666667,2,59,27.400000000000002
0.39084499635943126,0.4491803278688524,2,60,27.4
0.39767557743970144,0.4419354838709677,2,61,27.4
0.3896754099564359,0.43492063492063493,2,62,27.400000000000002
0.38052100317460613,0.428125,2,63,27.4
0.40255184654721526,0.42153846153846153,2,64,27.4
0.43215318263848207,0.4151515151515151,2,65,27.4
0.4395537303367087,0.408955223880597,2,66,27.4
0.46255342397722804,0.40294117647058814,2,67,27.399999999999995
0.47558360660143684,0.3971014492753622,2,68,27.39999999999999
0.46671641572705735,0.39857142857142847,1,69,27.89999999999999
0.47931753107609054,0.3929577464788731,2,70,27.89999999999999
0.5079108510120611,0.38749999999999996,2,71,27.9
0.5141610305994307,0.3821917808219178,2,72,27.9
0.5418702552644926,0.3770270270270271,2,73,27.900000000000006
0.5130487171397694,0.37200000000000005,2,74,27.900000000000006
0.5302704774981306,0.3671052631578947,2,75,27.9
0.5375013423129363,0.3623376623376624,2,76,27.900000000000006
0.5395973847132081,0.35769230769230775,2,77,27.900000000000006
0.546586794736275,0.3531645569620255,2,78,27.900000000000013
0.5274098483695605,0.34875000000000006,2,79,27.900000000000006
0.5305322960707077,0.3444444444444446,2,80,27.900000000000013
0.5406125433321838,0.3402439024390245,2,81,27.900000000000013
0.5639532843130192,0.3361445783132532,2,82,27.900000000000013
0.5629744330917493,0.3321428571428574,2,83,27.90000000000002
0.5586042209036912,0.32823529411764724,2,84,27.900000000000013
0.5579023457352235,0.324418604651163,2,85,27.90000000000002
0.5735057913900148,0.32068965517241405,2,86,27.90000000000002
0.5820881245521702,0.3170454545454547,2,87,27.900000000000013
0.5808314017620667,0.3134831460674159,2,88,27.900000000000013
0.5911918021104143,0.31000000000000016,2,89,27.900000000000013
0.5967509861459926,0.3065934065934067,2,90,27.900000000000013
0.6116628774980242,0.3032608695652176,2,91,27.90000000000002
0.6082895874832351,0.3000000000000002,2,92,27.90000000000002
0.6089709520142883,0.296808510638298,2,93,27.900000000000013
0.6089595930127467,0.29368421052631594,2,94,27.900000000000013
0.5977879832091544,0.2906250000000002,2,95,27.90000000000002
0.6049872852076639,0.28762886597938164,2,96,27.90000000000002
0.6116818565032988,0.2846938775510206,2,97,27.90000000000002
0.615655913070361,0.281818181818182,2,98,27.90000000000002
0.617153482605906,0.27900000000000025,2,99,27.900000000000027
0.6069304704805959,0.2762376237623765,2,100,27.900000000000027
