avg_collected_rewards,avg_regret,chosen_arm,iteration,regret
0.24967141530112327,1.2470427377101094,1,0,1.2470427377101094
0.21792249259200241,0.9613024333280216,1,1,1.9226048666560431
0.23353794633135805,1.1018415169822224,1,2,3.305524550946667
0.26322920615871914,1.3690628554284725,1,3,5.47625142171389
0.24590029743250857,1.2131026768925774,1,4,6.0655133844628875
0.23434796524460413,1.1091316872014376,1,5,6.654790123208626
0.25200129614548056,1.2680116653093254,1,6,8.876081657165278
0.2550940682417069,1.295846614175362,1,7,10.366772913402896
0.26665669223924104,1.1709045381387144,2,8,10.53814084324843
0.3062678243228959,1.1417932873758605,2,9,11.417932873758605
0.31124117594411094,1.0539582262536256,2,10,11.59354048878988
0.31532783410951193,0.9806274717742252,2,11,11.767529661290702
0.33511713006030414,0.9566848654913017,2,12,12.436903251386923
0.3058956155276153,0.8942542357370346,2,13,12.519559300318484
0.2843375511755137,0.837636191121406,2,14,12.564542866821089
0.2872735630537758,0.7919338497720255,2,15,12.670941596352408
0.28191339251529923,0.7453495056677886,2,16,12.670941596352407
0.29926677069659274,0.743939707176061,2,17,13.390914729169097
0.2954944552569635,0.704784985745742,2,18,13.390914729169097
0.2845351769740859,0.6695457364584549,2,19,13.390914729169099
0.3157332461980088,0.7103270889244852,2,20,14.916868867414188
0.32103024000055563,0.6935829753215278,2,21,15.25882545707361
0.32969233658341746,0.6872215304502243,2,22,15.80609520035516
0.3189791368981068,0.6585873000147983,2,23,15.806095200355157
0.3196873787278804,0.6370010917275012,2,24,15.92502729318753
0.32790235558115266,0.6347181963840167,2,25,16.502673105984435
0.3214875248845659,0.6112101150364606,2,26,16.502673105984435
0.33188830633524935,0.6166307756723717,2,27,17.265661718826408
0.33147175760039105,0.5981108495132152,2,28,17.34521463588324
0.32611705318106704,0.5960896753689764,1,29,17.882690261069293
0.3259032132826837,0.579403084919636,2,30,17.961495632508715
0.3487088458473711,0.6174403238020303,2,31,19.75809036166497
0.35317072423316653,0.6135952213438913,2,32,20.248642304348415
0.3481564888531684,0.595548303069071,2,33,20.248642304348415
0.38507460119715986,0.5837399084445354,3,34,20.430896795558738
0.36885699324796317,0.5767611940428153,3,35,20.76340298554135
0.3648577869304635,0.5878751411093415,1,36,21.751380221045633
0.33252723697198294,0.5952399031618277,3,37,22.619116320149452
0.3266045946222006,0.5799773415422935,2,38,22.61911632014945
0.332415939025664,0.5814229796314458,2,39,23.256919185257832
0.3309874199762464,0.6029643684696024,1,40,24.7215391072537
0.3362355881757879,0.6033689739068258,2,41,25.341496904086682
0.33923721438759585,0.5990823978236025,2,42,25.760543106414907
0.3408379343179508,0.5920402390796001,2,43,26.049770519502406
0.334518055841769,0.5788837893222756,2,44,26.049770519502403
0.33342085326872156,0.5662993591196175,2,45,26.049770519502406
0.3340248429590054,0.5580281570176713,2,46,26.22732337983055
0.34408967264456103,0.572235602878829,2,47,27.467308938183795
0.3493753015063156,0.575670239609831,2,48,28.20784174088172
0.3418095545440129,0.5652089954390853,2,49,28.260449771954267
0.346817704274884,0.5683785990300122,2,50,28.98730855053062
0.34754188911334977,0.5618798260430615,2,51,29.217750954239197
0.3465868232792906,0.5517718029061326,2,52,29.243905554025027
0.3450049863460461,0.5665632261848482,1,53,30.594414213981807
0.3534467112624596,0.5784747978132541,2,54,31.816113879728974
0.36105273491375245,0.5887144636269698,2,55,32.968009963110305
0.3590734718983043,0.5783861397036896,2,56,32.968009963110305
0.3599038652663445,0.5733027810347321,2,57,33.25156130001446
0.3639627663537127,0.5759906051185923,2,58,33.98344570199695
0.37110777921676263,0.58610545484971,2,59,35.1663272909826
0.37086417183036346,0.5791951692539492,2,60,35.3309053244909
0.3720486578815004,0.5758216780778425,2,61,35.70094404082623
0.36881136978493995,0.566681651441686,2,62,35.70094404082622
0.3652539735816721,0.5578272506379097,2,63,35.70094404082622
0.37107710855300424,0.5656878787154179,2,64,36.76971211650216
0.3791952130987352,0.5790769717651778,2,65,38.21908013650174
0.3806758362394391,0.5771443739014256,2,66,38.668673051395515
0.3794946223210533,0.5937037155808579,1,67,40.37185265949834
0.3828134076137089,0.5960144619859663,2,68,41.124997877031674
0.3819073906600186,0.5880069414510167,3,69,41.16048590157117
0.38509769053315246,0.5903304623299587,2,70,41.91346282542707
0.39310204163602247,0.6040290058604616,2,71,43.49008842195324
0.3944191669323374,0.6022604136243326,2,72,43.96501019457628
0.402189084902768,0.6156791993735957,2,73,45.560260753646084
0.3930142500210388,0.6104561303261871,2,74,45.78420977446403
0.3976663092485589,0.6165729148358775,2,75,46.85954152752669
0.399334462641064,0.6158503178609533,2,76,47.42047447529341
0.3994750181823355,0.6116816580765038,2,77,47.7111693299673
0.40109594495168127,0.6110810363739513,2,78,48.27540187354215
0.39487886221003193,0.6046614457057792,2,79,48.37291565646233
0.39536305445001607,0.601470930061433,2,80,48.719145334976076
0.3979456241695711,0.6032820016467597,2,81,49.4691241350343
0.40451698066659375,0.6145018068235345,2,82,51.003649966353365
0.40380271821244274,0.6088197715900217,2,83,51.140860813561815
0.40107981279107435,0.6026583173564438,3,84,51.22595697529772
0.4004797322577437,0.597380547032425,2,85,51.37472704478855
0.4047802024077768,0.6036265347951725,2,86,52.51550852718
0.4069829879815282,0.6050640261811565,2,87,53.24563430394178
0.40624241439600417,0.5997168782169084,2,88,53.37480216130485
0.40899505679087084,0.6026009929387133,2,89,54.2340893644842
0.4103151469888218,0.6022202598794267,2,90,54.80204364902783
0.414448607316768,0.6084792950260962,2,91,55.980095142400856
0.41310382736537044,0.6020285803944807,2,92,55.98865797668671
0.41298252447872463,0.5985031327028539,2,93,56.25929447406827
0.41439431540190713,0.5928429858816321,3,94,56.32008365875505
0.41071255707022436,0.5866675381120318,2,95,56.32008365875505
0.41254888208104035,0.5879110087907242,2,96,57.02736785270025
0.4142403892195396,0.5888786381961855,2,97,57.710106543226175
0.41512214323745067,0.5880170299280394,2,98,58.2136859628759
0.41526716040495076,0.5854947496951329,2,99,58.5494749695133
0.41190202789980146,0.5796977719753792,2,100,58.5494749695133
0.41152854138284645,0.5760296396429172,2,101,58.755023243577554
0.41138928996206126,0.5729623600195031,2,102,59.01512308200881
0.40992705466659446,0.5674531065577771,2,103,59.01512308200882
0.41032407592215253,0.5657354579413583,2,104,59.402223083842614
0.4123136153667017,0.5677835724869131,2,105,60.18505868361279
0.4184214859741452,0.5794896150884127,2,106,62.005388814460154
0.41966178095447304,0.5798851229948374,2,107,62.627593283442444
0.42110768312201763,0.5808062252931044,2,108,63.30787855694838
0.4216218516870006,0.5795978765082915,2,109,63.75576641591207
0.41714209298180505,0.5751308167474943,2,110,63.83952065897187
0.41781087641379994,0.5742942941621199,2,111,64.32096094615743
0.41869811700290177,0.5740099300275765,2,112,64.86312209311615
0.44236671160144436,0.5720126868803919,3,113,65.20944630436468
0.4448406978631448,0.5677409583294484,3,114,65.29021020788656
0.45110407639967154,0.5639686632941373,3,115,65.42036494211993
0.4546737800822836,0.5599734509841829,3,116,65.5168937651494
0.4495340850488949,0.5577805134552637,3,117,65.81810058772112
0.4619627106624632,0.5548939736905263,3,118,66.03238286917262
0.47125251915209343,0.5517298014370109,3,119,66.2075761724413
0.48067959545942107,0.5486502427036828,3,120,66.38667936714562
0.4774080519776614,0.5453468183608399,3,121,66.53231184002246
0.49110810748875755,0.5428665957001307,3,122,66.77259127111608
0.4842308972951946,0.542045983135415,3,123,67.21370190879145
0.491782421192195,0.5389791009453718,3,124,67.37238761817147
0.5106683548591536,0.5372335966726387,3,125,67.69143318075248
0.506714409603431,0.5345335037467,3,126,67.88575497583089
0.5058051723671346,0.5306962906474266,3,127,67.92912520287061
0.5104086312254331,0.5265823659137258,4,128,67.92912520287062
0.5103018290304975,0.5225317323297741,4,129,67.92912520287064
0.5066720514858384,0.5186202892296478,2,130,67.93925788908386
0.5101192834997746,0.5155008650497307,3,131,68.04611418656445
0.5058621960873441,0.5134097474797003,3,132,68.28349641480013
0.5119843676655852,0.51067802729749,3,133,68.43085565786366
0.5087290626398371,0.5080185940622515,3,134,68.58251019840395
0.5218629736830426,0.5061581149919538,3,135,68.83750363890572
0.5194776383780377,0.5029741285715873,3,136,68.90745561430747
0.5201346456029425,0.4998206482803398,3,137,68.97524946268689
0.5281348675456027,0.4975295049239127,3,138,69.15660118442386
0.5228783478860587,0.49639371267345894,3,139,69.49511977428425
0.5270048414552619,0.49374372884925294,3,140,69.61786576774466
0.5379162755214515,0.49189140875473886,3,141,69.84858004317292
0.5303313021883986,0.4925494169987545,3,142,70.43456663082189
0.5340524075390284,0.48995159733802157,3,143,70.55303001667511
0.5381892496582322,0.48744150549034454,3,144,70.67901829609995
0.545486861541392,0.4853232916662855,3,145,70.85720058327769
0.5403253479268909,0.48434946265173157,3,146,71.19937100980454
0.5347257783343049,0.483727330930102,3,147,71.5916449776551
0.5403299503525659,0.48150227606856894,3,148,71.74383913421677
0.5445096587229479,0.4791569173436007,3,149,71.87353760154011
0.5483569031374402,0.47681183368592506,3,150,71.99858688657469
0.5527216826467155,0.4745607349179235,3,151,72.13323170752437
0.5509913301495433,0.4716681649370361,3,152,72.16522923536652
0.5546149470150975,0.4694055493836535,3,153,72.28845460508263
0.5585449488147989,0.46721136678975805,3,154,72.4177618524125
0.556612505064552,0.4643998250206944,3,155,72.44637270322832
0.5694952092363083,0.46326719843530445,3,156,72.7329501543428
0.574286059993171,0.46126793320527826,3,157,72.88033344643397
0.5695913479964693,0.4603466386462614,3,158,73.19511554475557
0.5753495161200567,0.45850481816011845,3,159,73.36077090561895
0.5719174476770464,0.4568048441475487,3,160,73.54557990775534
0.5783153408603252,0.455088199803269,3,161,73.72428836812958
0.5866860198802414,0.45362053942349884,3,162,73.9401479260303
0.5840927265485537,0.45141803242098366,3,163,74.03255731704132
0.5912620949714102,0.449872090484641,3,164,74.22889492996576
0.5953599307501538,0.4480130904979483,3,165,74.37017302265942
0.6016143871168896,0.4464214313692148,3,166,74.55237903865887
0.6135518829339829,0.44548844248169206,3,167,74.84205833692427
0.6139400415887961,0.44329893210250887,3,168,74.917519525324
0.6116323792975576,0.4409985954349323,3,169,74.96976122393849
0.6086370847597767,0.43920157825563627,3,170,75.1034698817138
0.6060622804503077,0.43716834914356434,3,171,75.19295605269306
0.607360235254221,0.43517483168642573,3,172,75.28524588175165
0.6108066521627311,0.4334446039036398,3,173,75.41936107923333
0.6138821668326413,0.43169731519523624,3,174,75.54703015916634
0.6197377506809355,0.4302826618413064,3,175,75.72974848406993
0.6213872645340947,0.428424003803716,3,176,75.83104867325773
0.6303018342245862,0.4273955173088396,3,177,76.07640208097345
0.630477851072973,0.4254186390930149,3,178,76.14993639764967
0.645576042177738,0.4251219628572701,3,179,76.52195331430862
0.6500927525137091,0.4236713814866581,3,180,76.68452004908512
0.6472271780450918,0.4219715086974445,3,181,76.7988145829349
0.6433417658795175,0.4209909840533966,3,182,77.04135008177157
0.6470965670090792,0.419508681104869,3,183,77.1895973232959
0.6473764963398774,0.41766081645818,3,184,77.2672510447633
0.652189528320216,0.41633683383963715,3,185,77.43865109417251
0.6557923322442587,0.4148982612654004,3,186,77.58597485662987
0.6567426601504532,0.4131845317306606,3,187,77.6786919653642
0.6539973849842521,0.41157020209632406,3,188,77.78676819620524
0.648116543472665,0.412098136715547,3,189,78.29864597595393
0.6473313078688274,0.41023033759553523,3,190,78.35399448074723
0.6526616599887353,0.4090605956259353,3,191,78.53963436017958
0.654941570401836,0.4075701747906351,3,192,78.66104373459258
0.650425557663472,0.4072602422774215,3,193,79.00848700181977
0.6525047231793827,0.4057733594584866,3,194,79.12580509440488
0.6555367686823245,0.40440988179784565,3,195,79.26433683237775
0.6527397714170282,0.4030185344878093,3,196,79.39465129409842
0.6546873109318462,0.4015657767913787,3,197,79.51002380469299
0.6561832935231504,0.40007962149013865,3,198,79.61584467653759
0.6522590107152969,0.3995081342761797,3,199,79.90162685523595
0.6550935859073275,0.39819604771776507,3,200,80.03740559127078
0.6588045388173477,0.3969974457619188,3,201,80.1934840439076
0.6647943988175468,0.39606792693706955,3,202,80.40178916822512
0.670596494150948,0.39513318320308155,3,203,80.60716937342863
0.6656672311006439,0.3952866877765996,3,204,81.03377099420291
0.6627074749500407,0.39415760202986405,3,205,81.196466018152
0.6660930994212375,0.39298536012015883,3,206,81.34796954487288
0.669440764115467,0.39182378913444293,3,207,81.49934813996413
0.6727618270511606,0.3906739373616973,3,208,81.65085290859474
0.6903556199775325,0.391124409798382,3,209,82.13612605766022
0.6937842732459983,0.3900152374821306,3,210,82.29321510872956
0.6995777864673028,0.3891828852488095,3,211,82.50677167274762
0.704549729193484,0.3882731072727556,3,212,82.70217184909694
0.708202544132651,0.38723042511321265,3,213,82.86731097422751
0.7077748936009814,0.3857478327895975,3,214,82.93578404976347
0.7118271964011803,0.3847763007954296,3,215,83.1116809718128
0.7094890863113877,0.3832966640577666,3,216,83.17537610053535
0.708202230034629,0.38307157374228146,2,217,83.50960307581735
0.7070833742214745,0.38155738228782854,3,218,83.56106672103445
0.7082952076361392,0.3803147915226049,3,219,83.66925413497307
0.7185888614930172,0.3800937556182824,3,220,84.00071999164041
0.7118360347595685,0.3819573520077199,3,221,84.79453214571382
0.7154494793182119,0.3810007092589744,3,222,84.96315816475129
0.7097937035887971,0.3819345127754599,3,223,85.55333086170302
0.7087513374430225,0.38047172300055143,3,224,85.60613767512407
0.7092731686007534,0.3843734650132798,2,225,86.86840309300123
0.7103682296077366,0.3831490356603999,3,226,86.97483109491077
0.7069456921965783,0.3825503419371418,3,227,87.22147796166834
0.7049774868230825,0.3810072497258704,3,228,87.25066018722433
0.7084847063327264,0.3800809563570339,3,229,87.41861996211779
0.7064681925886652,0.3786010387062687,3,230,87.45683994114808
0.7081420914595061,0.37749347327632016,3,231,87.57848580010628
0.709141544525832,0.3763220728931187,3,232,87.68304298409666
0.7066872642724712,0.3756265071421001,1,233,87.89660267125143
0.7170585699109939,0.37402809647341034,4,234,87.89660267125143
0.7209435718279728,0.37244323165784515,4,235,87.89660267125146
0.713576119682464,0.37518662868879027,4,236,88.9192309992433
0.7155630028550983,0.3736102142825349,4,237,88.9192309992433
0.7139841347897281,0.37204699162863303,4,238,88.9192309992433
0.7187276731230885,0.3704967958301804,4,239,88.9192309992433
0.7166063104195375,0.36918670338649867,4,240,88.97399551614618
0.7173032411968662,0.3676611384964718,4,241,88.97399551614618
0.720544739294741,0.3661481296960749,4,242,88.9739955161462
0.7252382247655419,0.36464752260715644,4,243,88.97399551614618
0.7214605323907609,0.36454776735136823,4,244,89.31420300108522
0.7212330455280304,0.36306586585807,4,245,89.31420300108522
0.7204388011689656,0.3615959635671465,4,246,89.31420300108519
0.7187918854008798,0.3602777019267251,3,247,89.34887007782783
0.7259007887376353,0.35994142771829685,3,248,89.62541550185591
0.7280551197421442,0.359063654691808,3,249,89.765913672952
0.7242190612614922,0.35905356193447424,3,250,90.12244404555304
0.728194683051523,0.35838980254070857,3,251,90.31423024025855
0.7364229276928664,0.3582072958891693,3,252,90.62644585995983
0.7407252733889419,0.357597214118169,3,253,90.82969238601493
0.7359873979271867,0.35821642493638484,3,254,91.34518835877813
0.7349256867416133,0.35701861309176375,3,255,91.39676495149152
0.7400046530744006,0.35651150220393074,3,256,91.6234560664102
0.7381561756630389,0.35524298108468344,3,257,91.65268911984833
0.7403232849667785,0.3544288458017876,3,258,91.79707106266298
0.7436188517480078,0.35374820949233043,3,259,91.97453446800591
0.7410217012646044,0.35299115996533625,3,260,92.13069275095276
0.7414240122504051,0.3520028252494145,3,261,92.2247402153466
0.7309351733975057,0.3578621828418322,3,262,94.11775408740186
0.7280833398725118,0.35731964648561526,3,263,94.33238667220243
0.7278743033588275,0.35625332021533246,3,264,94.4071298570631
0.724299569647823,0.3562248111512856,3,265,94.75579976624198
0.7314460555440171,0.3548906358286216,4,266,94.75579976624198
0.7271117740757161,0.3554361892940837,4,267,95.25689873081444
0.7264903753367842,0.35411486517031393,4,268,95.25689873081444
0.7279875983069668,0.35280332863264596,4,269,95.25689873081441
0.7343096857267423,0.3515014713314184,4,270,95.25689873081438
0.7300075833851755,0.3520661846935294,4,271,95.76200223664
0.7352572396810355,0.3507765649693773,4,272,95.76200223664
0.736260801072782,0.34949635852788313,4,273,95.76200223663997
0.7336507303377975,0.3489056665177219,4,274,95.94905829237354
0.7362900518737594,0.34764151555207795,4,275,95.94905829237351
0.7379607004069714,0.34638649203022914,4,276,95.94905829237348
0.7367442343006196,0.34514049745458086,4,277,95.94905829237348
0.7379379900378576,0.34390343473969,4,278,95.94905829237351
0.7374978057989304,0.3426752081870482,4,279,95.94905829237351
0.7384396841082799,0.34185199297828694,3,280,96.06041002689864
0.7417151840742826,0.34063975186843487,4,281,96.06041002689864
0.7482321509720603,0.339436077833564,4,282,96.06041002689861
0.7458659055465154,0.3384255173490607,1,283,96.11284692713323
0.7542419317539181,0.33723805939345003,4,284,96.11284692713326
0.7482757438823222,0.33940463617728506,4,285,97.06972594670353
0.7463124886440438,0.3405335169378799,1,286,97.73311936117153
0.7492361161365457,0.3393511088929567,4,287,97.73311936117153
0.7510761014361944,0.3381768836026698,4,288,97.73311936117156
0.7497872199835848,0.33701075641783307,4,289,97.73311936117159
0.749931860978977,0.3358526438528232,4,290,97.73311936117156
0.7490998993500805,0.334702463565656,4,291,97.73311936117156
0.7476462839015025,0.3338585803116403,2,292,97.8205640313106
